1.000,0.020,0.040,1.000,1.000
2.000,0.120,0.280,2.000,1.000
3.000,0.050,0.380,1.000,1.000
4.000,0.020,0.420,1.000,1.000
5.000,0.020,0.460,1.000,1.000
6.000,0.080,0.620,1.000,1.000
7.000,0.020,0.660,1.000,1.000
8.000,-0.010,0.640,1.000,1.000
9.000,-0.010,0.620,1.000,1.000
10.000,0.010,0.640,2.000,1.000
11.000,-0.020,0.600,1.000,1.000
12.000,0.010,0.620,9.000,1.000
13.000,0.020,0.660,7.000,1.000
14.000,-0.010,0.640,1.000,1.000
15.000,0.010,0.660,1.000,1.000
16.000,0.010,0.680,1.000,1.000
17.000,-0.280,0.120,5.000,1.000
18.000,-0.050,0.020,6.000,1.000
19.000,0.010,0.040,11.000,1.000
20.000,-0.040,-0.040,5.000,1.000
21.000,-0.050,-0.140,1.000,1.000
22.000,0.010,-0.120,3.000,1.000
23.000,0.040,-0.040,7.000,1.000
24.000,-0.020,-0.080,8.000,1.000
25.000,0.000,-0.080,2.000,1.000
26.000,-0.070,-0.220,21.000,1.000
27.000,0.080,-0.060,26.000,1.000
28.000,0.080,0.100,12.000,1.000
29.000,-0.050,-0.000,3.000,1.000
30.000,0.090,0.180,10.000,1.000
31.000,-0.010,0.160,9.000,1.000
32.000,0.000,0.160,3.000,1.000
33.000,0.270,0.700,30.000,1.000
34.000,0.040,0.780,67.000,1.000
35.000,0.060,0.900,27.000,1.000
36.000,0.220,1.340,46.000,1.000
37.000,-0.070,1.200,92.000,1.000
38.000,-0.060,1.080,190.000,1.000
39.000,0.070,1.220,13.000,1.000
40.000,0.000,1.220,16.000,1.000
41.000,-0.060,1.100,23.000,1.000
42.000,-0.070,0.960,32.000,1.000
43.000,0.020,1.000,61.000,1.000
44.000,-0.090,0.820,121.000,1.000
45.000,-0.150,0.520,74.000,1.000
46.000,-0.010,0.500,1.000,0.000
47.000,0.330,1.160,325.000,1.000
48.000,-0.030,1.100,34.000,1.000
49.000,-0.220,0.660,109.000,1.000
50.000,0.150,0.960,53.000,1.000
51.000,0.160,1.280,127.000,1.000
52.000,-0.010,1.260,1.000,0.000
53.000,0.010,1.280,156.000,1.000
54.000,0.080,1.440,47.000,1.000
55.000,0.010,1.460,1.000,0.000
56.000,-0.340,0.780,582.000,1.000
57.000,0.220,1.220,401.000,1.000
58.000,0.020,1.260,7.000,1.000
59.000,-0.020,1.220,536.000,1.000
60.000,0.000,1.220,12.000,1.000
61.000,0.010,1.240,1.000,0.000
62.000,-0.240,0.760,189.000,1.000
63.000,-0.020,0.720,1.000,0.000
64.000,-0.400,-0.080,204.000,1.000
65.000,-0.030,-0.140,1.000,0.000
66.000,0.700,1.260,735.000,1.000
67.000,-0.010,1.240,1.000,0.000
68.000,-0.660,-0.080,1068.000,1.000
69.000,0.160,0.240,1276.000,1.000
70.000,-0.010,0.220,1.000,0.000
71.000,0.390,1.000,2915.000,1.000
72.000,0.250,1.500,1415.000,1.000
73.000,0.460,2.420,3188.000,1.000
74.000,0.020,2.460,1.000,0.000
75.000,-0.010,2.440,2.000,1.000
76.000,0.060,2.560,1222.000,1.000
